source_imageid,destination_imageid,distance
2302,1552,15.91
2302,1621,16.48
2302,506,17.13
2302,1404,17.32
2302,1073,17.33
2302,770,17.47
2302,1731,17.56
2302,1149,17.58
2302,2352,18.04
2302,555,19.06
2302,1725,19.52
2302,1265,19.55
2302,1091,19.83
2302,1825,21.14
2305,1751,10.36
2305,1917,12.38
2305,2312,12.68
2305,1748,12.96
2305,2125,13.01
2305,1647,13.03
2305,1445,13.55
2305,2251,14.12
2308,7,11.03
2308,2318,13.02
2308,2211,13.06
2308,1711,14.33
2308,2111,14.41
2309,2322,5.64
2309,2033,12.29
2309,2320,13.82
2309,220,14.51
2309,1750,14.7
2310,2329,15.77
2310,331,16.46
2310,1337,17.42
2310,2365,19.08
2310,2289,19.52
2310,610,19.74
2310,637,20.71
2310,1442,21.71
2310,1430,22.07
2310,2152,22.36
2312,2334,9.85
2312,2132,9.93
2312,1711,12.23
2312,2368,12.6
2312,676,12.69
2312,1748,12.87
2312,369,13.16
2312,2360,13.54
2312,1917,14.23
2312,2123,14.25
2312,2096,14.33
2312,1576,14.42
2313,1951,12.45
2313,2181,13.11
2313,2206,16.06
2313,1491,16.22
2313,182,16.81
2313,1612,17.13
2313,802,17.15
2313,264,17.57
2313,846,18.01
2313,1725,18.16
2313,920,18.71
2313,1634,18.96
2313,327,19.17
2313,253,19.33
2315,1659,12.11
2315,1777,12.86
2315,1098,14.26
2315,2358,14.61
2316,2233,13.7
2316,1499,16.74
2316,1282,17.06
2316,102,17.27
2316,1831,17.32
2316,1823,19.68
2316,891,22.5
2317,2324,13.86
2317,2159,15.34
2318,2320,2.89
2318,1992,11.4
2318,1964,13.5
2318,2320,2.89
2318,1992,11.4
2318,1964,13.5
2320,2318,2.89
2320,2252,10.6
2320,7,13.46
2320,1992,13.61
2320,1964,14.86
2322,2309,5.64
2322,2337,12.12
2322,2033,12.74
2322,1791,14.75
2322,112,14.82
2322,2327,14.91
2324,2194,11.43
2324,2177,12.03
2324,839,12.35
2324,2317,13.86
2326,369,11.53
2326,2071,16.28
2326,1838,17.32
2327,2353,7.94
2327,2337,9.44
2327,1791,11.52
2327,2262,11.78
2327,1909,13.57
2327,2033,14.04
2329,2310,15.77
2329,2152,15.99
2329,2147,18.23
2329,1518,18.55
2329,2289,18.7
2330,2331,3.57
2330,2318,13.02
2330,2177,15.17
2330,2043,16.38
2331,2330,3.57
2331,2318,14.54
2331,1777,16.85
2331,2358,18.49
2331,1442,19.55
2331,993,19.63
2334,2312,9.85
2334,1432,9.86
2334,1748,10.7
2334,2111,12.77
2334,2360,13.54
2334,2368,13.64
2336,1539,17.38
2336,1138,17.81
2336,881,18.0
2337,2327,9.44
2337,1791,11.37
2337,2353,11.91
2337,2322,12.12
2337,2351,12.87
2337,2033,13.61
2337,1488,14.42
2337,2125,14.45
2338,339,11.46
2338,1524,12.69
2338,7,14.39
2338,2254,15.06
2338,1233,15.3
2338,1093,15.98
2338,1862,16.13
2339,1077,12.92
2339,2096,14.11
2339,1909,14.35
2339,1791,14.74
2339,2337,14.74
2339,2033,15.67
2339,2372,15.77
2339,1199,17.41
2346,2096,11.22
2346,2071,11.8
2346,1909,12.99
2346,2372,13.4
2346,2262,14.15
2346,1791,14.5
2346,2300,14.94
2346,1874,15.1
2346,2309,15.45
2346,2339,15.48
2348,2262,11.88
2348,148,13.96
2348,313,14.73
2348,1307,15.1
2348,2022,15.1
2350,1312,13.19
2350,697,14.58
2350,262,15.61
2350,148,16.01
2350,1715,16.15
2351,1488,8.22
2351,2267,8.67
2351,1186,8.9
2351,2251,9.84
2351,2262,10.25
2351,2133,10.94
2351,2125,11.25
2351,142,11.48
2351,1856,11.96
2351,1133,12.66
2351,152,12.72
2351,2337,12.87
2351,1757,12.93
2351,2096,13.11
2352,1404,17.95
2352,2302,18.04
2352,506,18.65
2352,555,18.68
2352,612,19.23
2352,1552,20.41
2352,1810,20.63
2353,2327,7.94
2353,2337,11.91
2353,2262,14.98
2353,148,16.02
2353,1909,16.05
2353,1791,16.08
2353,1655,16.34
2353,697,16.8
2353,1757,16.86
2354,2254,12.93
2354,249,14.07
2354,1458,14.42
2354,1051,14.83
2354,2293,15.09
2354,1711,15.23
2354,2299,15.76
2354,638,16.29
2355,366,7.48
2355,1627,8.71
2355,436,9.77
2355,413,9.87
2355,1204,10.23
2355,1256,13.17
2355,1925,13.4
2355,2360,13.8
2356,2108,11.05
2356,274,17.43
2356,2008,19.32
2356,2176,19.46
2357,2103,19.79
2357,2361,20.03
2357,1278,20.52
2357,2241,20.62
2357,1424,20.72
2358,1777,10.57
2358,1751,10.95
2358,2299,11.21
2358,1199,11.56
2358,1420,12.49
2358,2210,12.59
2358,2214,12.93
2358,470,13.4
2359,1988,18.25
2360,1278,11.89
2360,2242,13.69
2360,436,13.75
2360,2355,13.8
2360,1170,13.99
2360,1077,14.07
2361,1949,12.87
2361,1199,16.75
2361,894,17.42
2361,1424,18.37
2361,1147,18.57
2361,2317,18.63
2361,2050,18.76
2361,1278,18.87
2361,2324,18.94
2361,413,18.95
